OBJECTID,Código de localidad,Nombre de localidad,Dirección,Nombre del Sitio,Nombre del puesto,Número del puesto,Código del puesto,Long,Lat,CoorX,CoorY
256,13,TEUSAQUILLO,Carrera 32 A No. 27 - 18,Residencias B.C.H.,Instituto Distrital Manuela Beltr√°n,15,160011315,-74.08162454,4.629672908,-8246728.721,515934.5706
260,13,TEUSAQUILLO,Carrera 57 No. 56 ‚Äì 36,Pablo VI - II Etapa,Casa de la Cultura,19,160011319,-74.08881136,4.650771604,-8247528.754,518290.9903
261,13,TEUSAQUILLO,Calle 44 No. 53 - 37,Rafael Nu√±ez,Escuela Superior de Administraci√≥n P√∫blica - ESAP,20,160011320,-74.09262937,4.644623938,-8247953.773,517604.3775
262,13,TEUSAQUILLO,Av. Calle 26 No. 60 - 61 (Plazoleta Gran Estaci√≥n),Ciudad Salitre,Plazoleta Centro Comercial Gran Estaci√≥n,21,160011321,-74.10117281,4.648558778,-8248904.824,518043.8462
604,13,TEUSAQUILLO,Calle 57 B No. 34 - 42 Sal√≥n Parroquial / Calle 57 B No. 37 - 42 *,Corpus Christi,Sal√≥n Parroquial Corpus Christi,22,160011322,-74.08226191,4.648617818,-8246799.672,518050.4402
597,13,TEUSAQUILLO,Carrera 32 A No. 27 A - 16/20,Acevedo Tejada,Sal√≥n Comunal Acevedo Tejada,24,160011324,-74.081239,4.629909,-8246685.803,515960.9383
608,13,TEUSAQUILLO,Av. Carrera 60 No. 57 - 60,Biblioteca Virgilio Barco,Biblioteca Virgilio Barco,25,160011325,-74.0886788,4.657094267,-8247513.997,518997.1541
498,13,TEUSAQUILLO,Carrera 66 No. 24 - 09,Imprenta Nacional,Imprenta Nacional,26,160011326,-74.1054,4.649,-8249375.393,518093.125
789,13,TEUSAQUILLO,Calle 62 No. 27 A - 12,Colegio del Pilar,Colegio Nuestra Se√±ora del Pilar,27,160011327,-74.07527644,4.650735228,-8246022.053,518286.9275
791,13,TEUSAQUILLO,Av. Carrera 28 No. 35 - 35,Colegio Santa Clara,Colegio Santa Clara,29,160011329,-74.07672482,4.624980997,-8246183.287,515410.5614
880,13,TEUSAQUILLO,Calle 46 No. 28 - 30,C√≠rculo Colombiano de Artistas,Teatro Bernardo Romero Lozano,30,160011330,-74.07842897,4.636136779,-8246372.992,516656.4842
881,13,TEUSAQUILLO,Carrera 45 No. 26 - 85,Universidad Nacional Aud Alfonso L√≥pez,Universidad Nacional - Auditorio Alfonso L√≥pez Pumarejo,31,160011331,-74.08986528,4.639493193,-8247646.075,517031.3458
882,13,TEUSAQUILLO,Carrera 30 No. 25 - 90,Supercade CAD,Sistema Distrital de Servicio a la Ciudadan√≠a - Supercade CAD,32,160011332,-74.08150577,4.625532341,-8246715.5,515472.1373
